time,temperature,co2_ppm,time_ordinal,time_scaled,temperature_scaled,co2_scaled
1863-10-01,-0.5208428846898808,284.81660503528735,5021,0.08386644173111292,0.2658116376213456,0.028968819940672574
1863-11-01,-0.2563015593547392,286.0426495281267,5052,0.0843842389216456,0.3674146579660912,0.03941272330965928
1863-12-01,-0.3389680621274247,286.83687461240794,5082,0.08488533297699978,0.33566473627653504,0.04617822821743722
1864-01-01,-0.3802336639920839,287.3406822082143,5113,0.08540313016753244,0.31981575774555704,0.05046984885428518
1864-02-01,-0.2557682914449418,287.67641212039524,5144,0.0859209273580651,0.3676194714492765,0.05332972121729895
1864-03-01,-0.3306110375316103,287.99558385966736,5173,0.08640531827824081,0.3388744387264429,0.0560485448999124
1864-04-01,-0.4106827208132303,288.22401692755426,5204,0.08692311546877349,0.30812111557289124,0.0579944228033864
1864-05-01,-0.0793057403217969,288.1853665820463,5234,0.08742420952412767,0.43539386605146796,0.05766518477326521
1864-06-01,-0.0634661699386965,287.3753344740691,5265,0.08794200671466033,0.44147740778109124,0.05076502975368813
1864-07-01,-0.2077525761952436,285.41104875729405,5295,0.08844310077001452,0.3860609821932106,0.03403251283860431
1864-08-01,-0.3231448285129231,283.55937981970516,5326,0.0889608979605472,0.3417420035043193,0.01825930756874694
1864-09-01,-0.4520502304169764,283.6303888132543,5357,0.08947869515107985,0.2922329970925135,0.018864188607965016
1864-10-01,-0.4021297218171293,284.9859997158286,5387,0.08997978920643404,0.3114060863800364,0.03041178688447088
1864-11-01,-0.4014954175247863,286.21102633158364,5418,0.0904975863969667,0.3116497051486278,0.040847019597562095
1864-12-01,-0.4764788364658998,287.00523486243355,5448,0.09099868045232089,0.28285064386570435,0.04761238349705055
1865-01-01,0.0968462368241777,287.5144478371703,5479,0.09151647764285356,0.5030489777624854,0.05195004916370882
1865-02-01,-0.3611601555615328,287.8503337968426,5510,0.09203427483338622,0.32714136580569597,0.054811250797340616
1865-03-01,-0.4366603541380351,288.1694326217086,5538,0.09250196261838346,0.2981438237306254,0.05752945336790116
1865-04-01,-0.4988110686492853,288.3975705978017,5569,0.09301975980891612,0.27427344996982617,0.05947281756963152
1865-05-01,-0.2897683430773663,288.3577104427196,5599,0.09352085386427032,0.35456099019552456,0.05913327393122225
1865-06-01,-0.3528930320519222,287.5456143956126,5630,0.09403865105480298,0.33031653973013053,0.05221553750986274
1865-07-01,-0.1550949018049797,285.58045617656944,5660,0.09453974511015717,0.40628534130082056,0.03547558829568187
1865-08-01,-0.1922808745509304,283.73004841274684,5691,0.09505754230068983,0.3920032356953562,0.019713126173421358
1865-09-01,-0.2014912505837044,283.8021266998479,5722,0.0955753394912225,0.3884657845154502,0.020327115853145283
1865-10-01,-0.1870873848643673,285.15844745730175,5752,0.09607643354657669,0.393997911716638,0.03188076093774894
1865-11-01,-0.0310960292255545,286.38368498201726,5783,0.09659423073710935,0.4539098852447654,0.04231779025187388
1865-12-01,-0.5137660693530843,287.1775000070643,5813,0.09709532479246354,0.2685296470352987,0.04907980212245544
1866-01-01,0.0314569905086247,287.68212130134486,5844,0.0976131219829962,0.4779347733359751,0.053378354145795726
1866-02-01,-0.5694194328001756,288.01695130383524,5875,0.09813091917352887,0.24715472645756018,0.05623056074308508
1866-03-01,-0.4569305244400807,288.33505189636605,5903,0.09859860695852611,0.290358610879737,0.05894025999903585
1866-04-01,-0.4979747548430275,288.56245710113905,5934,0.09911640414905877,0.27459465501619895,0.06087738218189731
1866-05-01,-0.3862792254090491,288.52211526187847,5964,0.09961749820441296,0.3174938244942393,0.06053373537835505
1866-06-01,-0.277174653170911,287.71035281334395,5995,0.10013529539494562,0.3593978788372517,0.05361884067381384
1866-07-01,0.1564491373983374,285.74491667900554,6025,0.10063638945029982,0.5259408065229643,0.03687652407369768
1866-08-01,-0.2158716180505342,283.8930495952088,6056,0.10115418664083248,0.38294268234437656,0.021101630920684844
1866-09-01,-0.2481469391093521,283.96573366848037,6087,0.10167198383136514,0.37054662249241266,0.021720780912504623
1866-10-01,-0.3001988166617026,285.32414312009456,6117,0.10217307788671932,0.35055493322710174,0.033292218271455454
1866-11-01,0.0111258094172206,286.5514567947388,6148,0.102690875077252,0.4701261279251092,0.043746933003492305
1866-12-01,-0.0497209690174364,287.34621869122543,6178,0.10319196913260618,0.4467565600159118,0.050517010677457286
1867-01-01,-0.1019283570044535,287.8503956806513,6209,0.10370976632313884,0.4267051434855422,0.05481177794665815
1867-02-01,-0.4114931599021038,288.18662364582957,6240,0.1042275635136715,0.30780984829118896,0.057675892910496795
1867-03-01,-0.3172337050134005,288.50615035633984,6268,0.10469525129866875,0.3440123028627331,0.060397740370250474
1867-04-01,-0.2320906202122469,288.7350607949716,6299,0.10521304848920142,0.3767134113428789,0.062347684695423844
1867-05-01,-0.5491914924894171,288.69653092655136,6329,0.1057141425445556,0.2549237199345626,0.06201947293398202
1867-06-01,-0.2681554156248779,287.88728338453507,6360,0.10623193973508827,0.36286191900081693,0.055126001139304215
1867-07-01,-0.1820738527071698,285.9222573047214,6390,0.10673303379044245,0.39592347101865416,0.03838717753626719
1867-08-01,-0.2780619444039204,284.0675028341788,6421,0.10725083098097513,0.3590570947685057,0.02258768854816129
1867-09-01,-0.0892037369245246,284.13856227403807,6452,0.10776862817150779,0.43159231879254684,0.02319299930782659
1867-10-01,0.0079640058890675,285.4962064446343,6482,0.10826972222686197,0.4689117664721678,0.034757917718200915
1867-11-01,0.3771873004559958,286.7222412076408,6513,0.10878751941739463,0.6107202414320316,0.04520173820484974
1867-12-01,-0.2298710672205341,287.5142782159499,6543,0.10928861347274883,0.3775658803757891,0.05194860426701409
1868-01-01,-0.546102991564943,288.0208679957449,6574,0.10980641066328149,0.256109927880964,0.05626392458270857
1868-02-01,-0.9459203547649307,288.3543738122634,6605,0.11032420785381415,0.10255111571455888,0.05910485127097953
1868-03-01,-0.358646501219873,288.6708497468925,6634,0.11080859877398987,0.3281067910483939,0.061800711086165805
1868-04-01,-0.0567195506935443,288.89625040360437,6665,0.11132639596452253,0.4440685979913732,0.06372075778247543
1868-05-01,-0.0399282302678732,288.8536115015289,6695,0.11182749001987673,0.4505176806390966,0.06335754374282487
1868-06-01,-0.0771094000471981,288.0390827551006,6726,0.11234528721040939,0.4362374197205264,0.05641908468310586
1868-07-01,0.1043866255782868,286.0703863600743,6756,0.11284638126576357,0.5059450329289908,0.039648995968860845
1868-08-01,-0.0099538679644891,284.2148876449208,6787,0.11336417845629623,0.46203000575152753,0.023843167228124074
1868-09-01,-0.2253101225107882,284.28306254869625,6818,0.1138819756468289,0.3793176133330066,0.02442390643569725
1868-10-01,-0.0612560541963865,285.6362890304754,6848,0.1143830697021831,0.442326252227023,0.035951193328300324
1868-11-01,-0.2754937717093516,286.85820672965343,6879,0.11490086689271575,0.36004345900556595,0.04635994313273528
1868-12-01,-0.1972163775142075,287.6477201603077,6909,0.11540196094806994,0.3901076452527133,0.05308531242106751
1869-01-01,-0.225489765628008,288.14835631146843,6940,0.11591975813860261,0.37924861737076687,0.05734991751189522
1869-02-01,-0.0058769986841304,288.47901259905024,6971,0.11643755532913527,0.463595818699317,0.06016657085198318
1869-03-01,-0.4084569015113621,288.7929241976326,6999,0.11690524311413251,0.3089759913225494,0.06284058669818293
1869-04-01,-0.2171837092223758,289.01618376837837,7030,0.11742304030466517,0.3824387443458129,0.06474239482724231
1869-05-01,-0.1214249983210099,288.9718316099379,7060,0.11792413436001936,0.419217021764557,0.0643645866321374
1869-06-01,-0.1385873685857214,288.1564155220691,7091,0.11844193155055203,0.41262542911656364,0.05741856886772734
1869-07-01,-0.1747557527847417,286.18663953145347,7121,0.11894302560590622,0.39873415118123884,0.040639283756386924
1869-08-01,-0.189316533539515,284.3295183944702,7152,0.11946082279643888,0.39314175724661116,0.024819634622578857
1869-09-01,-0.0228284567847072,284.3977893659804,7183,0.11997861998697154,0.45708523159129505,0.025401192170876108
1869-10-01,-0.1113675229832725,285.7524325161216,7213,0.12047971404232574,0.42307982040315284,0.03694054677192371
1869-11-01,-0.0740228173678198,286.97601278564076,7244,0.1209975112328584,0.4374228909219401,0.047363458969394756
1869-12-01,-0.4512183307224631,287.76664112091066,7274,0.12149860528821259,0.2925525068004177,0.05409832543025139
1870-01-01,-0.2690463334592554,288.27042965123684,7305,0.12201640247874525,0.36251974205459847,0.058389783660242056
1870-02-01,-0.4842572775935447,288.6029434293582,7336,0.12253419966927792,0.2798631593540074,0.061222259796172906
1870-03-01,-0.3298939375106406,288.91880769517684,7364,0.12300188745427516,0.33914985704880707,0.06391290918874581
1870-04-01,-0.2808547400612173,289.1439548139219,7395,0.12351968464480782,0.3579844590522237,0.06583079615427767
1870-05-01,-0.2174360386456834,289.10134304376294,7425,0.12402077870016201,0.3823418315799249,0.06546781323439133
1870-06-01,-0.0147747767439436,288.28713925302765,7456,0.12453857589069467,0.4601784277714953,0.05853212226822624
1870-07-01,-0.0400071167266432,286.31897675361165,7486,0.12503966994604887,0.4504873825279596,0.04176658147552548
1870-08-01,-0.2449113335987872,284.4643036397298,7517,0.12555746713658153,0.3717893292494799,0.025967785513739905
1870-09-01,-0.1862465628857812,284.533627659362,7548,0.1260752643271142,0.3943208482275531,0.02655831331792413
1870-10-01,-0.365645354957913,285.88823538980364,7578,0.1265763583824684,0.32541872453237763,0.03809736620078619
1870-11-01,-0.2193183441266256,287.11167384159415,7609,0.12709415557300105,0.3816188900061163,0.04851907034205416
1870-12-01,-0.5720800974114573,287.9027601717725,7639,0.12759524962835522,0.2461328386285485,0.05525783817402363
