time,co2_ppm,co2_scaled,time_ordinal,time_scaled,predicted_temperature
2028-11-01,409.1444361559628,0.6768060836501952,5418,0.676911544227886,0.3893606
2028-12-01,409.2021750209278,0.6806083650190153,5448,0.6806596701649176,0.39615828
2029-01-01,409.2599138858928,0.6844106463878319,5479,0.6845327336331833,0.40306553
2029-02-01,409.31765275085786,0.6882129277566555,5510,0.6884057971014492,0.40997308
2029-03-01,409.3753916158229,0.6920152091254792,5538,0.691904047976012,0.41655102
2029-04-01,409.4331304807879,0.6958174904942993,5569,0.6957771114442778,0.42345828
2029-05-01,409.4908693457529,0.6996197718631194,5599,0.6995252373813093,0.43025613
2029-06-01,409.548608210718,0.7034220532319431,5630,0.7033983008495752,0.43716353
2029-07-01,409.606347075683,0.7072243346007632,5660,0.7071464267866067,0.4439609
2029-08-01,409.664085940648,0.7110266159695833,5691,0.7110194902548725,0.45086846
2029-09-01,409.721824805613,0.7148288973384034,5722,0.7148925537231384,0.45777586
2029-10-01,409.77956367057806,0.718631178707227,5752,0.7186406796601699,0.4643178
2029-11-01,409.8373025355431,0.7224334600760471,5783,0.7225137431284357,0.47060907
2029-12-01,409.89504140050815,0.7262357414448708,5813,0.7262618690654672,0.47682077
2030-01-01,409.9527802654732,0.7300380228136945,5844,0.7301349325337331,0.4831119
2030-02-01,410.0105191304382,0.733840304182511,5875,0.734007996001999,0.48940334
2030-03-01,410.0682579954032,0.7376425855513347,5903,0.7375062468765617,0.4954555
2030-04-01,410.1259968603682,0.7414448669201548,5934,0.7413793103448275,0.50174725
2030-05-01,410.1837357253333,0.7452471482889784,5964,0.7451274362818591,0.50795865
2030-06-01,410.2414745902983,0.7490494296577985,5995,0.749000499750125,0.5142501
2030-07-01,410.2992134552633,0.7528517110266186,6025,0.7527486256871564,0.52046174
2030-08-01,410.35695232022834,0.7566539923954423,6056,0.7566216891554223,0.5267532
2030-09-01,410.41469118519336,0.7604562737642624,6087,0.7604947526236882,0.53304434
2030-10-01,410.4724300501584,0.7642585551330825,6117,0.7642428785607196,0.53925604
2030-11-01,410.5301689151234,0.7680608365019026,6148,0.7681159420289855,0.5455475
2030-12-01,410.5879077800884,0.7718631178707227,6178,0.7718640679660169,0.5517592
2031-01-01,410.6456466450535,0.7756653992395464,6209,0.7757371314342828,0.55805063
2031-02-01,410.7033855100185,0.77946768060837,6240,0.7796101949025487,0.5643417
2031-03-01,410.7611243749835,0.7832699619771901,6268,0.7831084457771115,0.5703942
2031-04-01,410.8188632399485,0.7870722433460067,6299,0.7869815092453772,0.57668537
2031-05-01,410.8766021049136,0.7908745247148339,6329,0.7907296351824088,0.582897
2031-06-01,410.9343409698786,0.7946768060836504,6360,0.7946026986506747,0.58918846
2031-07-01,410.9920798348437,0.7984790874524812,6390,0.7983508245877061,0.59540015
2031-08-01,411.0498186998087,0.8022813688213013,6421,0.802223888055972,0.6016913
2031-09-01,411.1075575647737,0.8060836501901179,6452,0.8060969515242379,0.60798275
2031-10-01,411.1652964297387,0.809885931558938,6482,0.8098450774612693,0.61419445
2031-11-01,411.2230352947037,0.8136882129277581,6513,0.8137181409295352,0.62048554
2031-12-01,411.2807741596688,0.8174904942965817,6543,0.8174662668665666,0.62669724
2032-01-01,411.3385130246338,0.8212927756654054,6574,0.8213393303348325,0.6329887
2032-02-01,411.3962518895988,0.8250950570342219,6605,0.8252123938030984,0.63928014
2032-03-01,411.4539907545639,0.8288973384030491,6634,0.8288355822088955,0.6454121
2032-04-01,411.51172961952886,0.8326996197718657,6665,0.8327086456771614,0.65170354
2032-05-01,411.5694684844939,0.8365019011406858,6695,0.8364567716141929,0.6579152
2032-06-01,411.6272073494589,0.8403041825095059,6726,0.8403298350824587,0.6642063
2032-07-01,411.6849462144239,0.8441064638783295,6756,0.8440779610194902,0.670418
2032-08-01,411.742685079389,0.8479087452471532,6787,0.847951024487756,0.6767095
2032-09-01,411.800423944354,0.8517110266159733,6818,0.8518240879560219,0.6830009
2032-10-01,411.858162809319,0.8555133079847934,6848,0.8555722138930535,0.6892126
2032-11-01,411.915901674284,0.85931558935361,6879,0.8594452773613193,0.69550407
2032-12-01,411.97364053924906,0.8631178707224372,6909,0.8631934032983508,0.7017154
2033-01-01,412.0313794042141,0.8669201520912573,6940,0.8670664667666167,0.70800686
2033-02-01,412.0891182691792,0.8707224334600845,6971,0.8709395302348826,0.7142983
2033-03-01,412.14685713414417,0.874524714828901,6999,0.8744377811094453,0.72035044
2033-04-01,412.2045959991092,0.8783269961977211,7030,0.8783108445777111,0.7266419
2033-05-01,412.2623348640742,0.8821292775665412,7060,0.8820589705147426,0.7328536
2033-06-01,412.3200737290392,0.8859315589353649,7091,0.8859320339830085,0.73914504
2033-07-01,412.3778125940042,0.8897338403041815,7121,0.8896801599200399,0.74535644
2033-08-01,412.4355514589693,0.8935361216730087,7152,0.8935532233883058,0.7516479
2033-09-01,412.49329032393433,0.8973384030418288,7183,0.8974262868565717,0.75793934
2033-10-01,412.55102918889935,0.9011406844106489,7213,0.9011744127936032,0.7641507
2033-11-01,412.6087680538644,0.9049429657794761,7244,0.905047476261869,0.7704421
2033-12-01,412.6665069188294,0.9087452471482926,7274,0.9087956021989005,0.7766538
2034-01-01,412.7242457837944,0.9125475285171127,7305,0.9126686656671664,0.7829453
2034-02-01,412.7819846487595,0.9163498098859364,7336,0.9165417291354323,0.7892367
2034-03-01,412.8397235137245,0.9201520912547565,7364,0.920039980009995,0.79528886
2034-04-01,412.8974623786895,0.9239543726235766,7395,0.9239130434782609,0.8015803
2034-05-01,412.9552012436545,0.9277566539924003,7425,0.9276611694152923,0.807792
2034-06-01,413.0129401086196,0.9315589353612239,7456,0.9315342328835582,0.81408316
2034-07-01,413.07067897358456,0.9353612167300405,7486,0.9352823588205896,0.8202948
2034-08-01,413.1284178385496,0.9391634980988606,7517,0.9391554222888555,0.8265863
2034-09-01,413.18615670351465,0.9429657794676842,7548,0.9430284857571214,0.83287776
2034-10-01,413.2438955684797,0.9467680608365079,7578,0.946776611694153,0.8390894
2034-11-01,413.3016344334447,0.950570342205328,7609,0.9506496751624187,0.84538054
2034-12-01,413.3593732984097,0.9543726235741481,7639,0.9543978010994503,0.85159224
2035-01-01,413.4171121633747,0.9581749049429682,7670,0.9582708645677162,0.8578837
2035-02-01,413.4748510283397,0.9619771863117847,7701,0.962143928035982,0.86417514
2035-03-01,413.5325898933048,0.965779467680612,7729,0.9656421789105447,0.8702273
2035-04-01,413.5903287582698,0.9695817490494321,7760,0.9695152423788106,0.8765184
2035-05-01,413.6480676232349,0.9733840304182593,7790,0.973263368315842,0.8827304
2035-06-01,413.7058064881999,0.9771863117870794,7821,0.9771364317841079,0.8890219
2035-07-01,413.7635453531649,0.9809885931558959,7851,0.9808845577211394,0.8952335
2035-08-01,413.8212842181299,0.984790874524716,7882,0.9847576211894052,0.90152466
2035-09-01,413.879023083095,0.9885931558935397,7913,0.9886306846576711,0.9078158
2035-10-01,413.93676194806,0.9923954372623633,7943,0.9923788105947026,0.9140278
2035-11-01,413.994500813025,0.9961977186311834,7974,0.9962518740629684,0.92031896
2035-12-01,414.05223967799,1.0,8004,1.0,0.92653096
